,Date,Temperature,Humidity,Hours Since Previous Failure,Failure,Operator_Operator1,Operator_Operator2,Operator_Operator3,Operator_Operator4,Operator_Operator5,Operator_Operator6,Operator_Operator7,Operator_Operator8,Measure2_0,Measure2_1,Measure2_2,Measure2_3,Measure3_0,Measure3_1,Measure3_2,0,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
27,2016-01-02 03:00:00,61,84,117,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1020.3126873557784,987.5898999664633,1112.4262095448644,1102.641989271721,1096.3965542184706,1186.6234399075265,932.1216994834392,1023.9233597459056,1129.5914363664613,1040.1939175734944,1168.651572170464,1115.592733773753,1093.359197927199
28,2016-01-02 04:00:00,63,79,118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1041.910894297066,964.1971907212488,1119.3955081876707,1116.4841387620154,1104.680706467265,1175.6417909358381,929.07494206907,1042.6307754573559,1120.2704664757891,1031.9930733858926,1182.4588159088244,1137.1812582701334,1103.2696398966052
29,2016-01-02 05:00:00,63,84,119,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1040.643596448925,990.7995488677127,1094.411325229223,1102.0603450030198,1091.15290666198,1185.7491206314169,934.989251118102,1059.9589924510688,1102.4775541928987,1010.2648910656972,1173.317544636224,1144.5294314942305,1096.3075338485178
30,2016-01-02 06:00:00,63,78,120,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1015.8701370427408,964.0473038859419,1072.7192379081212,1124.3519421058204,1096.3249808442401,1156.1511453960595,950.0029618116594,1034.3987747168603,1103.8534268442731,1013.5566714750901,1195.3743249896256,1138.2351622065594,1069.8624161644236
31,2016-01-02 07:00:00,68,82,121,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1039.419294675336,962.2901286500972,1070.313963512775,1099.5731077287655,1119.2955487452866,1170.7562738179824,932.069727389344,1047.9928868770103,1093.6373855279744,1025.546899361263,1217.1833349650844,1149.1381623243135,1085.134981290966
32,2016-01-02 08:00:00,67,76,122,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1047.434257058709,953.6758421001213,1058.8101920856336,1118.4390493653577,1121.2630817716688,1161.1547566892993,917.8366625934964,1046.5943351212286,1076.133403262706,1023.2192611595643,1228.550352535063,1121.9492080807156,1080.539268610226
33,2016-01-02 09:00:00,65,81,123,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1060.2626638238996,963.161350490917,1084.0849665070953,1128.4038688503827,1110.2443332366688,1184.4710355891518,933.2214355351088,1073.853325666985,1094.9337433512078,1000.4823424285487,1217.7592842291745,1097.6556981576905,1091.2096110549085
34,2016-01-02 10:00:00,68,83,124,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1065.446761474441,941.1855078617797,1093.662667369768,1104.1264262325437,1089.8149949899991,1176.5696867112504,935.7678753421692,1063.2734881002664,1072.1039377549077,1003.6523256820436,1221.0360561389175,1100.1609989414073,1073.5922074294217
35,2016-01-02 11:00:00,61,77,125,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1087.692691137697,945.7826324454253,1068.2060225668179,1100.3852752976304,1080.2250593891356,1185.1726472711275,917.0583343931289,1041.67689401177,1092.7974373495706,1027.3708357932458,1220.6166596257801,1107.4365083252208,1094.272087854465
36,2016-01-02 12:00:00,68,76,126,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1097.9076633296158,932.5687752153532,1058.3738339243714,1080.2872999983013,1086.380931618053,1182.3177049356382,898.8694045169519,1026.864334790013,1068.6979157059418,1009.9606364746534,1196.1691564362457,1105.6602151277825,1115.7366287860802
37,2016-01-02 13:00:00,68,82,127,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1079.3775022561194,944.2919342706323,1034.4909980987795,1057.9929946029642,1086.0271748663888,1193.7038157125332,921.5032529740898,1004.3432750808932,1062.6517423839489,995.3682443020269,1211.3661769262912,1118.9143246949443,1096.9730530125028
38,2016-01-02 14:00:00,68,82,128,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1066.613636813577,931.5045076305456,1042.7234468663858,1068.067656413906,1081.8008610362697,1167.4301915860326,946.6893724339743,1010.7501485537417,1055.9358060485256,1006.3350452428442,1210.6610617396445,1095.2891681033657,1098.1332144853582
39,2016-01-02 15:00:00,66,85,129,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1086.3490084254083,916.4651468482635,1061.7273403855609,1067.9905716284509,1088.5402315187766,1165.710661780422,929.1325430152938,1032.5928614475856,1057.7466519126804,989.6163511328913,1213.1070172704676,1092.392155012754,1076.042150141204
40,2016-01-02 16:00:00,68,85,130,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1104.6827553296098,919.7396615993476,1053.6418330109327,1064.631316445483,1085.0203668962565,1178.787875431989,944.4799386333588,1026.9137879835653,1054.3933780798136,994.1377698024277,1215.8508344376182,1083.6037348320801,1071.3084094488015
41,2016-01-02 17:00:00,66,85,131,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1118.9612135125715,941.415576562518,1073.0453724926233,1054.7032186651054,1106.7135049389724,1189.7116006829754,968.5565124314024,1049.7348647588244,1058.0953407609643,995.9303009306362,1209.4373071197845,1089.000712993553,1077.6223461704624
42,2016-01-02 18:00:00,62,80,132,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1121.6290380005858,959.5596061607021,1056.4579581039452,1066.2668024089326,1088.5430615970838,1194.5141195072488,955.9107280852228,1040.7811615840458,1070.608905598206,985.1472929561867,1191.062779064235,1073.2565277222277,1064.1094433467583
43,2016-01-02 19:00:00,62,79,133,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1103.1138028112061,969.7462882924989,1051.9652026216286,1045.7016601485695,1091.3892409919963,1190.2487675661364,969.0165854050352,1048.309997552058,1082.5553570219006,1007.0293550870883,1205.8117119304522,1090.0363519630243,1083.0194285544542
44,2016-01-02 20:00:00,65,81,134,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1122.3916607473916,965.860095111117,1062.8587378290179,1033.6748563197054,1075.8354300110097,1208.159216244205,987.6927072621147,1041.8837183814205,1082.4758341477625,1003.5170705081572,1218.3191083966499,1069.7262508717997,1093.7104473718325
45,2016-01-02 21:00:00,65,83,135,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1103.0347290709774,966.4541139242236,1069.1215929728191,1021.7971774783977,1088.4242204509403,1219.9092030809102,991.4859332426907,1035.889147582877,1073.7542802948212,1004.403131893644,1218.6404332443706,1063.297380924191,1091.593718319243
46,2016-01-02 22:00:00,68,75,136,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1096.4341400211088,965.4372639551174,1084.5471962643414,1040.4653706003023,1100.7576972615557,1199.9187614545747,992.2040749363953,1049.3697775629505,1076.0309207768746,1020.8512496030232,1195.8915300940512,1083.1762555156179,1080.8883902659206
47,2016-01-02 23:00:00,63,81,137,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1088.7643633540406,961.0205807824085,1078.9318828096948,1059.2609615232648,1083.1537475719922,1191.2103954678905,989.7651695223748,1042.9816272440496,1084.992200314676,1006.4145429934157,1179.7329519892587,1076.645250000475,1070.228766277556
48,2016-01-03 00:00:00,60,81,138,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1075.9769896415319,974.7172932675617,1092.6715520210996,1068.4281508946676,1073.8546315619901,1184.8922235578375,990.448686016142,1046.1080781282906,1067.2848023390386,1025.3681182404514,1195.0191827082974,1078.5446427157449,1077.3399907948196
49,2016-01-03 01:00:00,63,76,139,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1075.7960007559157,973.7149218865441,1091.5894571566182,1079.226041502526,1092.3254258836391,1173.624161015638,1010.9639685027677,1058.6059813923387,1068.8314898912076,1012.4372242965347,1196.4502569920794,1090.6305157560532,1063.6435298654417
50,2016-01-03 02:00:00,63,85,140,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1091.4599192179955,967.986509863872,1105.280201328236,1094.4860053105808,1093.7623898529089,1189.568293339755,996.926147784552,1057.3680994973927,1062.2900971599302,1025.2214397371272,1176.826952997114,1089.9062358829722,1069.6812156819992
51,2016-01-03 03:00:00,60,80,141,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1090.1512761787394,972.0023279383548,1116.3514937423886,1085.4755234610934,1083.9705935445736,1189.4990726484878,1015.1042776753993,1074.7811019442404,1079.7046127603237,1014.179213722888,1189.4007472741694,1094.3697841095122,1087.2239358050726
52,2016-01-03 04:00:00,60,79,142,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1105.1323194472639,961.7401047787804,1129.3867171410686,1073.2242045387063,1078.0308940586274,1188.632802480679,1030.2004515191932,1070.5966251850473,1068.0581895103567,1031.1398115350162,1194.9716301296894,1087.4514803829934,1080.7653519551359
53,2016-01-03 05:00:00,68,76,143,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1102.81188910117,968.7549132704024,1136.2211995728685,1074.3602986737742,1077.5629865352514,1194.2289335514765,1021.0557293543076,1060.0798936238996,1079.1421697070903,1037.3994202048036,1183.1019780840131,1095.705435426728,1065.0113701877679
54,2016-01-03 06:00:00,62,85,144,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1089.1556416790186,962.7741138777257,1141.4864048101676,1084.304702471769,1064.7007808901012,1190.0570527526895,1012.9947481303841,1052.5876229611283,1085.951050236067,1027.3676288567872,1192.353451694005,1093.8932220595452,1061.816553917187
55,2016-01-03 07:00:00,63,80,145,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1079.015225050201,965.5921867672096,1145.355897645414,1078.833555656703,1048.4354961276,1171.4583813033282,1007.6374231133874,1064.6988617856364,1085.1041260477189,1014.6438899083963,1175.300740396763,1095.2841088447183,1056.769096903529
56,2016-01-03 08:00:00,68,76,146,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1071.4094377380989,964.28750924599,1160.312424208935,1062.5617629448748,1032.7735286840866,1183.7892761285714,998.5668699164536,1076.5290958520104,1097.6894999826136,1011.0690504857423,1179.8693562513613,1107.1394243285795,1063.7936680596722
57,2016-01-03 09:00:00,65,84,147,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1073.563535879593,978.2608042512053,1161.701323618163,1077.0531571778129,1039.2437496888306,1166.9736653844589,991.6898418843201,1077.0776119756988,1103.8125993627366,1021.420856732998,1171.0524027542908,1107.363575280281,1049.4180840752042
58,2016-01-03 10:00:00,62,77,148,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1065.3950497130825,978.1877723929872,1166.2657875152388,1075.4581895188749,1025.4758363600042,1180.669290562617,1000.676723907562,1092.9311449526347,1108.1180500588755,1036.0343980833195,1180.2216146618794,1093.0451155263488,1060.7407175455128
59,2016-01-03 11:00:00,62,82,149,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1076.516791420042,990.6787675639887,1152.2159128774585,1078.7889847039937,1021.9606802000484,1175.36358360692,1008.0673874535643,1085.0581179433022,1107.0706641837478,1025.6135864467346,1168.8196957835248,1081.174058583061,1071.9915206024057
60,2016-01-03 12:00:00,64,110,150,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1080.4071728724205,993.8032617834042,1149.7070441771125,1065.4862624591722,1032.8618172098718,1176.8673596571589,1011.8490859965559,1075.799207829679,1105.078535673804,1030.0996487734708,1160.6763585590725,1083.709639751245,1084.8996933298758
61,2016-01-03 13:00:00,63,85,151,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1088.92488716729,980.3014005697058,1137.9214250367027,1068.4830781825872,1039.0205585184574,1172.5093627561967,1001.8574690972293,1076.6679873151313,1105.8284422921267,1041.447509302435,1144.3841057921968,1081.591455613676,1089.9147022334455
62,2016-01-03 14:00:00,66,79,152,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1086.6109363863686,974.5408137666072,1147.8103440199066,1060.661651875982,1025.804532084433,1158.12789837412,1005.3968082019684,1071.9143885206022,1120.3813279955634,1053.707438534076,1128.4933712676711,1092.0805467672271,1075.3981010989273
63,2016-01-03 15:00:00,68,84,153,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1095.230128269604,963.4018073521698,1160.400406323804,1053.9064121172582,1026.4726036142927,1149.5445070210235,997.3158081956827,1065.2184783554649,1115.0079783397794,1066.5049562483755,1122.5641003809096,1098.0007309364207,1089.5621355021008
64,2016-01-03 16:00:00,63,84,154,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1081.2527920219552,961.2433342796584,1153.2981181885084,1057.027011693882,1033.5144894483403,1146.104961043969,1003.2060575610584,1064.7939871314773,1127.0945214432836,1068.0878425063117,1134.3924391712287,1103.9426812523425,1090.4423235077302
65,2016-01-03 17:00:00,62,80,155,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1075.4713276097148,973.0098779576643,1157.5037951238282,1069.0273679292438,1040.8822179389176,1142.6613856490344,993.6913965099208,1072.8796183916668,1122.7598840101691,1071.5438212046809,1137.6900784229178,1091.7276680514217,1087.9155184942256
66,2016-01-03 18:00:00,67,77,156,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1063.531454247309,980.7781212391529,1152.2112360828935,1072.343284951469,1040.9597168505027,1147.1640039140084,999.9350129098044,1080.8164079284918,1123.1118106207248,1082.1660184245638,1144.9634432714824,1089.6269058164557,1100.6066871211328
67,2016-01-03 19:00:00,66,83,157,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1072.300525584127,968.8697845176773,1147.5956776722173,1082.5332184825459,1031.004090497176,1145.4449648725874,988.3377987244073,1092.5516745271107,1131.454266463518,1073.1924865836693,1141.5009532432284,1078.2134132445872,1092.6416051793021
68,2016-01-03 20:00:00,66,85,158,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1085.7033364168697,969.1513248792371,1150.1623950210676,1071.1785245697913,1035.2131069528662,1148.3376753967982,990.7758578297523,1085.4352197540368,1140.528001618163,1060.9009159601233,1140.2867824866796,1082.5959537016033,1099.2254016002532
69,2016-01-03 21:00:00,68,75,159,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1093.8205839220157,980.4549994345398,1156.3717360698304,1066.3284870647233,1035.7760332696478,1156.561823045342,996.2216032278908,1081.7860617254892,1145.0339788899335,1069.7699882044321,1142.8224500872882,1077.435078345165,1107.654365094708
70,2016-01-03 22:00:00,64,83,160,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1099.0482754609602,975.7100866059517,1158.2703634914392,1065.6223297538136,1024.455753439196,1150.39815581705,997.4638711942537,1089.7484899756614,1142.0558880573888,1077.145714914885,1154.8785634883445,1075.7539475409326,1105.1541169798188
71,2016-01-03 23:00:00,61,78,161,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1092.2543888774942,972.4517480108065,1147.292906625618,1073.2541305338336,1024.0397472745242,1138.444401135016,1011.0154832972127,1077.7897874938712,1152.3367059875666,1080.3354746033233,1152.2957536493602,1064.2612298482159,1093.3874090088054
72,2016-01-04 00:00:00,66,83,162,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1089.2127681297736,978.8839427838167,1154.0896543182864,1067.0211404440038,1029.9341748128081,1126.035055420993,1000.9812565220257,1081.2070680065221,1151.5655266591325,1068.4990280850434,1138.4251862349429,1067.8531099236523,1089.3405333759233
73,2016-01-04 01:00:00,64,84,163,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1094.8491075548734,982.4891675256823,1161.5019927020305,1075.2046623851613,1018.9453888347647,1122.7197852513978,1002.7695742461341,1087.173589202816,1140.6918456376493,1080.7747605230343,1128.8738489785453,1056.865438936988,1087.148914749388
74,2016-01-04 02:00:00,61,75,164,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1095.7336887972444,975.1235624852478,1165.5140942190426,1084.3530668732974,1009.1024984515416,1121.8953670268982,1006.3028328812317,1097.0691738638968,1137.6818416165559,1089.3044405008393,1124.5715186115378,1060.0036507021173,1088.097312498874
75,2016-01-04 03:00:00,62,77,165,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1083.8333700941996,969.2101775960144,1163.5768423156944,1080.1658865391796,1017.2381294179562,1109.5907225805804,1010.521436535592,1099.1326596956944,1128.329221147896,1087.4370254645178,1133.009183672379,1054.1588996641387,1082.4791956590327
76,2016-01-04 04:00:00,61,82,166,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1086.774343666795,967.0231760357907,1164.8532624452882,1070.0898064473054,1028.3943520713021,1109.993271249974,1006.6888407316587,1095.040456546299,1123.3342528755034,1090.8465649696584,1142.2489715991435,1054.2759354334237,1079.9444529104312
77,2016-01-04 05:00:00,66,82,167,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1076.0169920966987,975.8873744735511,1157.4550219337016,1071.6183471265995,1024.205360626887,1099.2461318001926,1007.1897394440213,1095.3667897457083,1117.367917112308,1090.4955599340117,1134.5448442176794,1055.1090948182473,1088.0121369715773
78,2016-01-04 06:00:00,63,81,168,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1078.6644487675433,976.1600544476655,1168.4143989360775,1069.2339100961353,1030.828356370135,1108.064234829314,1000.626218255082,1088.5168410115718,1128.6383909562853,1101.5835683013906,1139.5490186969266,1047.7975165814335,1081.5929800327892
79,2016-01-04 07:00:00,66,76,169,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1074.929887435356,968.9355368949764,1161.3142413744415,1060.1964510336252,1022.1533679903853,1118.105973386551,991.4051053263174,1077.421321942542,1129.217230346631,1107.8032733805687,1132.5875094373705,1042.8617648873203,1071.606657832128
80,2016-01-04 08:00:00,64,78,170,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1065.7258174212673,975.9094177133228,1160.0367167969634,1062.161059960886,1018.1920428769494,1119.4538564119948,993.2409879601672,1086.6461824251203,1139.869540784151,1106.317829922577,1126.1996809823568,1033.5324586046356,1081.497486203692
81,2016-01-04 09:00:00,65,76,171,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1069.0317328232527,980.9328366959872,1168.7473778228527,1063.6046747608723,1013.9774062601953,1126.7012347070245,992.739494371174,1079.920972271764,1142.8496463508545,1096.2942133150943,1116.88788550454,1038.6478111576919,1087.7473401034456
