,0,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
32,1047.434257058709,953.6758421001213,1058.8101920856336,1118.4390493653577,1121.2630817716688,1161.1547566892993,917.8366625934963,1046.5943351212286,1076.133403262706,1023.2192611595644,1228.550352535063,1121.9492080807156,1080.5392686102261
33,1060.2626638238996,963.161350490917,1084.0849665070953,1128.4038688503824,1110.2443332366686,1184.4710355891518,933.2214355351089,1073.853325666985,1094.9337433512078,1000.4823424285488,1217.7592842291745,1097.6556981576905,1091.2096110549085
34,1065.446761474441,941.1855078617795,1093.6626673697679,1104.1264262325435,1089.8149949899991,1176.5696867112506,935.7678753421692,1063.2734881002664,1072.1039377549075,1003.6523256820435,1221.0360561389177,1100.1609989414073,1073.5922074294217
35,1087.692691137697,945.7826324454252,1068.206022566818,1100.3852752976302,1080.2250593891356,1185.1726472711275,917.058334393129,1041.67689401177,1092.7974373495706,1027.3708357932458,1220.6166596257801,1107.4365083252208,1094.2720878544653
36,1097.9076633296158,932.5687752153531,1058.3738339243714,1080.2872999983013,1086.380931618053,1182.3177049356382,898.8694045169519,1026.8643347900127,1068.6979157059418,1009.9606364746534,1196.1691564362457,1105.6602151277825,1115.7366287860802
37,1079.3775022561194,944.2919342706324,1034.4909980987795,1057.9929946029645,1086.0271748663888,1193.7038157125332,921.5032529740898,1004.3432750808931,1062.6517423839489,995.368244302027,1211.3661769262912,1118.9143246949445,1096.9730530125028
38,1066.613636813577,931.5045076305457,1042.7234468663858,1068.067656413906,1081.8008610362695,1167.4301915860326,946.6893724339742,1010.7501485537418,1055.9358060485258,1006.3350452428442,1210.6610617396443,1095.2891681033657,1098.1332144853582
39,1086.3490084254083,916.4651468482637,1061.7273403855609,1067.9905716284507,1088.5402315187769,1165.710661780422,929.1325430152938,1032.5928614475856,1057.7466519126804,989.6163511328912,1213.1070172704678,1092.392155012754,1076.042150141204
40,1104.6827553296098,919.7396615993478,1053.6418330109327,1064.631316445483,1085.0203668962563,1178.787875431989,944.4799386333588,1026.9137879835653,1054.3933780798136,994.1377698024276,1215.8508344376182,1083.60373483208,1071.3084094488015
41,1118.9612135125715,941.4155765625181,1073.0453724926233,1054.7032186651052,1106.7135049389722,1189.7116006829751,968.5565124314023,1049.7348647588244,1058.0953407609643,995.9303009306362,1209.4373071197845,1089.000712993553,1077.6223461704624
42,1121.6290380005858,959.559606160702,1056.4579581039452,1066.2668024089326,1088.5430615970838,1194.5141195072488,955.9107280852228,1040.7811615840458,1070.6089055982059,985.1472929561867,1191.062779064235,1073.2565277222275,1064.1094433467583
43,1103.113802811206,969.746288292499,1051.9652026216286,1045.7016601485695,1091.3892409919963,1190.2487675661364,969.0165854050351,1048.309997552058,1082.5553570219006,1007.0293550870884,1205.8117119304522,1090.0363519630243,1083.0194285544542
44,1122.3916607473916,965.860095111117,1062.858737829018,1033.6748563197054,1075.8354300110097,1208.159216244205,987.6927072621149,1041.8837183814203,1082.4758341477623,1003.5170705081573,1218.3191083966499,1069.7262508717997,1093.7104473718325
45,1103.0347290709774,966.4541139242235,1069.1215929728191,1021.7971774783975,1088.4242204509403,1219.9092030809102,991.4859332426907,1035.889147582877,1073.7542802948212,1004.403131893644,1218.6404332443703,1063.297380924191,1091.593718319243
46,1096.4341400211088,965.4372639551174,1084.5471962643414,1040.4653706003023,1100.7576972615557,1199.9187614545747,992.2040749363953,1049.3697775629503,1076.0309207768748,1020.8512496030232,1195.8915300940512,1083.1762555156179,1080.8883902659206
47,1088.7643633540406,961.0205807824084,1078.9318828096948,1059.2609615232648,1083.1537475719922,1191.2103954678903,989.7651695223748,1042.9816272440496,1084.992200314676,1006.4145429934158,1179.7329519892587,1076.645250000475,1070.2287662775561
48,1075.976989641532,974.7172932675617,1092.6715520210998,1068.4281508946676,1073.8546315619901,1184.8922235578375,990.4486860161421,1046.1080781282906,1067.2848023390388,1025.3681182404514,1195.0191827082976,1078.544642715745,1077.3399907948196
49,1075.7960007559157,973.714921886544,1091.5894571566182,1079.226041502526,1092.3254258836391,1173.624161015638,1010.9639685027677,1058.6059813923387,1068.8314898912076,1012.4372242965347,1196.4502569920796,1090.6305157560532,1063.6435298654415
50,1091.4599192179955,967.9865098638719,1105.280201328236,1094.4860053105808,1093.7623898529089,1189.568293339755,996.9261477845519,1057.3680994973927,1062.29009715993,1025.221439737127,1176.826952997114,1089.9062358829722,1069.6812156819992
51,1090.1512761787392,972.0023279383549,1116.3514937423886,1085.4755234610934,1083.9705935445736,1189.4990726484878,1015.1042776753993,1074.7811019442404,1079.7046127603235,1014.1792137228879,1189.4007472741694,1094.3697841095122,1087.2239358050726
52,1105.132319447264,961.7401047787805,1129.3867171410684,1073.2242045387065,1078.0308940586274,1188.632802480679,1030.2004515191932,1070.5966251850473,1068.0581895103567,1031.1398115350162,1194.9716301296894,1087.4514803829934,1080.765351955136
53,1102.81188910117,968.7549132704024,1136.2211995728685,1074.3602986737742,1077.5629865352512,1194.2289335514763,1021.0557293543076,1060.0798936238998,1079.1421697070905,1037.3994202048036,1183.1019780840131,1095.705435426728,1065.0113701877679
54,1089.1556416790186,962.7741138777257,1141.4864048101674,1084.3047024717687,1064.7007808901012,1190.0570527526895,1012.9947481303841,1052.5876229611285,1085.951050236067,1027.3676288567872,1192.3534516940047,1093.8932220595452,1061.8165539171873
55,1079.015225050201,965.5921867672096,1145.355897645414,1078.833555656703,1048.4354961276001,1171.4583813033282,1007.6374231133874,1064.6988617856362,1085.1041260477189,1014.6438899083964,1175.300740396763,1095.2841088447185,1056.769096903529
56,1071.4094377380989,964.2875092459901,1160.312424208935,1062.5617629448748,1032.7735286840866,1183.7892761285714,998.5668699164536,1076.5290958520104,1097.6894999826138,1011.0690504857425,1179.8693562513613,1107.1394243285797,1063.7936680596722
57,1073.563535879593,978.2608042512051,1161.701323618163,1077.0531571778129,1039.2437496888306,1166.9736653844589,991.6898418843201,1077.0776119756986,1103.8125993627366,1021.420856732998,1171.052402754291,1107.3635752802813,1049.4180840752044
58,1065.3950497130825,978.1877723929872,1166.2657875152388,1075.4581895188749,1025.4758363600042,1180.669290562617,1000.676723907562,1092.9311449526347,1108.1180500588755,1036.0343980833195,1180.2216146618796,1093.0451155263488,1060.7407175455126
59,1076.516791420042,990.6787675639886,1152.2159128774583,1078.7889847039937,1021.9606802000485,1175.36358360692,1008.0673874535645,1085.0581179433025,1107.0706641837478,1025.6135864467346,1168.819695783525,1081.174058583061,1071.9915206024057
60,1080.4071728724205,993.8032617834042,1149.7070441771125,1065.4862624591722,1032.8618172098718,1176.8673596571587,1011.849085996556,1075.799207829679,1105.078535673804,1030.0996487734708,1160.6763585590725,1083.709639751245,1084.899693329876
61,1088.9248871672899,980.3014005697058,1137.9214250367027,1068.4830781825872,1039.0205585184574,1172.5093627561969,1001.8574690972291,1076.6679873151313,1105.8284422921267,1041.447509302435,1144.3841057921968,1081.5914556136759,1089.9147022334457
62,1086.6109363863688,974.5408137666072,1147.8103440199063,1060.661651875982,1025.804532084433,1158.12789837412,1005.3968082019684,1071.9143885206022,1120.3813279955634,1053.707438534076,1128.4933712676711,1092.080546767227,1075.3981010989273
63,1095.230128269604,963.4018073521698,1160.400406323804,1053.9064121172582,1026.4726036142927,1149.5445070210235,997.3158081956828,1065.2184783554649,1115.0079783397794,1066.5049562483755,1122.5641003809096,1098.0007309364207,1089.5621355021008
64,1081.2527920219552,961.2433342796583,1153.2981181885084,1057.027011693882,1033.5144894483403,1146.104961043969,1003.2060575610583,1064.7939871314773,1127.0945214432838,1068.0878425063115,1134.3924391712287,1103.9426812523423,1090.44232350773
65,1075.4713276097148,973.0098779576645,1157.5037951238282,1069.0273679292438,1040.8822179389176,1142.6613856490344,993.6913965099209,1072.8796183916668,1122.759884010169,1071.543821204681,1137.690078422918,1091.7276680514215,1087.9155184942256
66,1063.531454247309,980.778121239153,1152.2112360828935,1072.343284951469,1040.9597168505027,1147.1640039140084,999.9350129098043,1080.8164079284918,1123.1118106207248,1082.1660184245638,1144.9634432714824,1089.6269058164557,1100.6066871211328
67,1072.300525584127,968.8697845176774,1147.5956776722173,1082.5332184825459,1031.004090497176,1145.4449648725877,988.3377987244074,1092.5516745271107,1131.454266463518,1073.1924865836693,1141.5009532432284,1078.2134132445872,1092.6416051793021
68,1085.7033364168697,969.151324879237,1150.1623950210676,1071.1785245697913,1035.213106952866,1148.3376753967982,990.7758578297525,1085.4352197540368,1140.528001618163,1060.9009159601233,1140.2867824866798,1082.5959537016033,1099.2254016002532
69,1093.8205839220157,980.4549994345398,1156.3717360698306,1066.3284870647233,1035.7760332696478,1156.561823045342,996.2216032278909,1081.7860617254892,1145.0339788899335,1069.7699882044321,1142.8224500872882,1077.435078345165,1107.654365094708
70,1099.0482754609602,975.7100866059516,1158.2703634914392,1065.6223297538136,1024.4557534391959,1150.39815581705,997.4638711942537,1089.7484899756612,1142.0558880573888,1077.145714914885,1154.8785634883445,1075.7539475409326,1105.1541169798188
71,1092.2543888774942,972.4517480108065,1147.2929066256181,1073.2541305338336,1024.0397472745242,1138.444401135016,1011.0154832972128,1077.7897874938712,1152.3367059875663,1080.3354746033233,1152.2957536493602,1064.261229848216,1093.3874090088054
72,1089.2127681297738,978.8839427838167,1154.0896543182866,1067.0211404440038,1029.9341748128081,1126.035055420993,1000.9812565220257,1081.207068006522,1151.5655266591325,1068.4990280850434,1138.4251862349427,1067.8531099236523,1089.3405333759233
73,1094.8491075548734,982.4891675256824,1161.5019927020305,1075.2046623851613,1018.9453888347647,1122.7197852513978,1002.769574246134,1087.173589202816,1140.6918456376493,1080.7747605230345,1128.8738489785453,1056.8654389369879,1087.148914749388
74,1095.7336887972444,975.1235624852478,1165.5140942190424,1084.3530668732974,1009.1024984515417,1121.8953670268982,1006.3028328812318,1097.0691738638968,1137.6818416165559,1089.3044405008393,1124.5715186115378,1060.0036507021173,1088.0973124988739
75,1083.8333700941998,969.2101775960145,1163.5768423156946,1080.1658865391796,1017.2381294179562,1109.5907225805804,1010.5214365355919,1099.1326596956944,1128.3292211478959,1087.4370254645175,1133.009183672379,1054.1588996641387,1082.4791956590327
76,1086.774343666795,967.0231760357909,1164.8532624452882,1070.0898064473054,1028.3943520713021,1109.993271249974,1006.6888407316587,1095.040456546299,1123.3342528755034,1090.8465649696584,1142.2489715991437,1054.2759354334235,1079.9444529104312
77,1076.0169920966987,975.887374473551,1157.4550219337016,1071.6183471265997,1024.2053606268873,1099.2461318001926,1007.1897394440211,1095.3667897457083,1117.3679171123079,1090.4955599340117,1134.5448442176794,1055.1090948182473,1088.0121369715773
78,1078.6644487675433,976.1600544476657,1168.4143989360775,1069.2339100961353,1030.828356370135,1108.064234829314,1000.6262182550819,1088.5168410115718,1128.6383909562853,1101.5835683013909,1139.5490186969266,1047.7975165814337,1081.5929800327892
79,1074.929887435356,968.9355368949764,1161.3142413744417,1060.1964510336252,1022.1533679903853,1118.1059733865513,991.4051053263174,1077.421321942542,1129.217230346631,1107.8032733805687,1132.5875094373703,1042.8617648873205,1071.606657832128
80,1065.7258174212673,975.9094177133227,1160.0367167969634,1062.161059960886,1018.1920428769491,1119.4538564119948,993.2409879601671,1086.6461824251205,1139.869540784151,1106.317829922577,1126.1996809823568,1033.5324586046356,1081.497486203692
81,1069.0317328232527,980.9328366959871,1168.7473778228527,1063.6046747608725,1013.9774062601952,1126.7012347070245,992.739494371174,1079.920972271764,1142.8496463508543,1096.2942133150943,1116.88788550454,1038.6478111576919,1087.7473401034456
82,1059.7061485542142,972.5939600817336,1175.3779059348306,1060.2465620736598,1007.5473663060443,1136.2887994120865,995.9209067270658,1079.3183335319818,1139.0573643436894,1103.0781471959428,1125.4260684516582,1038.6151937851182,1093.7619378105546
83,1060.8788606865483,969.688249826214,1173.3638554653778,1059.866026640843,1014.8843198298871,1136.200032960518,994.3386683881158,1081.1412277627091,1134.5871659045836,1100.8119993837765,1122.5711167545248,1031.6050793159955,1094.6904010419328
84,1056.4008056485056,978.8918654261496,1161.8837304371013,1071.1386745346888,1017.4144705849487,1144.361899304797,995.1534260926702,1078.514435741823,1123.766645539509,1103.9812312942327,1120.0595651743988,1038.1123548105857,1092.81562336978
85,1058.980109940979,973.2843957704061,1159.6701917152568,1065.2305610870794,1011.1577354047237,1141.1185621442576,994.0084128556663,1075.566986890642,1124.1623946283728,1113.8652522360746,1116.9984511113441,1034.8958056525937,1093.6752086191586
86,1059.5456795337816,976.1077228647814,1153.9382780890646,1063.5789508640028,1001.5333991744598,1144.744734116445,997.7065490626919,1078.1632071092072,1115.6568963657717,1112.6890573307371,1127.0213936646853,1041.1392771176784,1091.8063606685218
87,1056.0092249709924,971.7142347768056,1152.1797738564646,1067.859584499367,997.5776702028794,1138.8176109268663,995.2167639941267,1080.642859096032,1113.3773985157063,1103.558699267786,1130.7726007754038,1038.4463923022593,1080.9154126418916
88,1047.5950759915822,971.233432926681,1144.7433764110128,1064.3457467641238,1001.12104636037,1140.779147749076,999.697912939307,1087.4934705122657,1110.1687967289208,1110.4448589748956,1126.0610526963205,1044.503968289756,1087.0021609181726
89,1040.62012632333,975.5302756338527,1152.3987375278812,1060.1221304452006,999.4546056321095,1141.0211614312948,1001.4120364393726,1092.2891465951593,1115.3331202740524,1117.3167125034458,1130.8274467309998,1035.3746029510885,1087.3784855090528
90,1047.8698337543233,975.6935766221936,1160.892370639222,1057.2541839653024,1006.2434673233521,1139.384495908662,1012.1175169349178,1095.7844508028352,1110.92793723739,1106.5127219538545,1127.0035413456535,1038.6658000988934,1083.187218820238
91,1057.1420005962832,968.0905467994905,1165.1715042044148,1050.1251823677942,1003.8392981679411,1144.1495921455466,1021.2082047325404,1087.2533346633422,1115.9773713634634,1097.3032993450488,1133.8951040645638,1049.0125211339107,1073.7468717225831
92,1060.357707292384,964.750653806472,1171.2724833511702,1057.8408399350633,1014.9301761660015,1150.2065898166122,1023.8372150052062,1079.312373567176,1119.1727863224348,1093.9721101075259,1133.6862010507616,1056.685200542333,1079.8636015113038
93,1057.190739602821,963.8996869849846,1166.6288978772704,1052.0637175596187,1008.0357044988526,1143.7578304250355,1016.2870716500402,1070.115306859918,1123.9756706831874,1084.0345198403022,1142.1171460389721,1049.7496308136026,1075.3339393635868
94,1055.3790421542085,971.95200462142,1171.8234164535831,1057.210179936631,1017.5060788036695,1148.3874740906922,1021.431113737288,1078.663749131342,1115.8705231288423,1088.1085235966696,1135.083240452316,1049.037160501699,1078.3210874551048
95,1048.9800528854232,972.7250605416946,1173.4240417099963,1060.7058184737175,1025.2045986670937,1144.5742605599944,1016.9199991693607,1069.697298292143,1116.1616152348613,1091.1224147902728,1137.4858080145013,1045.10967865464,1075.5171813548966
96,1056.3438187876538,968.5414880662672,1173.0582649591013,1062.855319368093,1029.4526722708354,1136.333303978098,1014.7000948612917,1078.5304040559176,1124.8197774400687,1082.8756337303842,1143.813514914563,1043.8971926875477,1085.0109893492572
97,1065.4537186729178,971.6087079649408,1176.3410440091836,1058.2053696414275,1030.4581830137936,1128.794832209108,1020.8911824485347,1073.1682625149808,1127.6209763820807,1084.8133020328328,1138.6062493967056,1038.2470514649517,1077.7600492311751
98,1072.4329960770028,967.4015348177635,1175.7120555482852,1061.4971784221805,1030.213657472819,1120.8435420819524,1026.2189250121933,1077.2318260246336,1134.5568147463598,1079.7909327274574,1141.3831087954165,1044.5196585627434,1087.0502372637184
99,1075.1443020846289,969.297399927248,1179.5150517412912,1057.2066926445461,1038.6169365080818,1124.8000727605693,1030.6569084342082,1072.1076622455842,1143.4728577389835,1079.4626548189458,1147.4612545238156,1035.7164135344449,1092.2850760543324
100,1078.1096435583504,967.6063404137458,1186.2516201128503,1066.1664137588332,1035.633576848478,1126.4389830588548,1035.7858518107769,1077.6207496559978,1151.703497049644,1071.805577977509,1154.1472212327062,1036.8344289941167,1091.5967224079443
101,1076.2839435910766,970.1748913634573,1181.3632268560368,1070.716061670642,1030.0621594416154,1135.233104733546,1034.9264112843396,1084.9128115792948,1156.7139845029026,1070.2769216916004,1145.8033045762993,1031.9502646380813,1091.6210834789813
102,1081.9161590007163,965.753473824692,1182.9165043244516,1079.41760979079,1036.1084346329321,1133.9751778127538,1026.3690799814967,1085.4561002770329,1165.063989559448,1078.4203785489674,1152.1736097599678,1041.6037052111974,1099.309072575372
103,1081.01112560687,968.6328053771899,1190.9805561217158,1072.3954643274865,1039.6810542309993,1136.175390042868,1026.0667681391824,1083.2914132223946,1161.867928096815,1080.8849330078424,1143.5412490914007,1041.0999659026754,1104.4724298439153
104,1087.9272780520605,974.2108763685535,1191.1287421590393,1072.8848765609987,1043.995765357801,1137.4858748230035,1028.670807281004,1090.7178468265863,1163.7832894567873,1077.7781901208584,1149.021560603655,1033.028362648649,1112.3607926429959
105,1091.487797473451,979.127999601449,1192.4770807232906,1077.873645822348,1046.7927989465716,1132.9629049871542,1021.6033087031677,1094.28041442105,1170.983262808859,1079.638501008263,1144.7769630200642,1042.475268631882,1118.4597925841472
106,1090.8626022087221,971.1673410396706,1184.1543308888342,1079.9689441347248,1053.7071886813555,1140.0016777721378,1018.000694905503,1087.937307152277,1178.1963443404861,1078.8179490260695,1140.7557899709211,1038.292209117291,1110.1178207865398
107,1098.2551712067884,977.9610676435991,1182.6246180237265,1088.907943552218,1046.5302077810236,1135.7725988435402,1026.1608571343127,1089.677592377903,1184.5380513796267,1080.3863743484305,1147.2555155031068,1036.7035019964937,1103.503971968927
108,1090.8099538072734,985.6138802610599,1189.6802585867804,1084.896768637256,1047.6020241155704,1126.4355470462253,1028.9801494924277,1087.012316609155,1183.0558024946313,1076.103805251018,1147.5199153129638,1044.034755450438,1098.2387112231324
109,1098.5037787115355,978.4924799599099,1180.0635189143852,1078.34912482909,1044.5724417115216,1118.8622479131068,1028.706296726803,1090.9999597435146,1189.2731561408134,1078.5597377756578,1142.8185177305434,1036.5313913342816,1091.7067355055863
110,1104.00921777495,981.6271567477805,1184.7484338678098,1086.048831926327,1037.7918296131625,1118.1888253232935,1034.0880147248167,1097.6065294893158,1189.2705963890508,1087.06337896744,1149.304964508194,1043.0954969422908,1085.9463061588674
111,1101.6299104161226,984.6046490042843,1184.0258527730869,1078.2136754148278,1037.9052903310683,1122.9919829662872,1035.007286368576,1090.7606301447265,1191.294137481622,1087.0070269254238,1144.7295635323144,1035.6409539576907,1081.2069494693076
112,1096.738526059558,985.1798137995434,1185.177873374868,1078.6910454480421,1041.1877967600108,1116.1706840941108,1029.2920149864538,1089.0390573370503,1193.0705138653082,1091.5975616660417,1152.1986942008377,1043.6455495719144,1075.1395508684795
113,1093.0742961370945,988.799071933899,1187.6816187463905,1083.1651361481015,1035.5627086134139,1119.451709078976,1023.4373815837272,1080.9099574270285,1195.0814814951261,1092.0401386865428,1158.2225708702558,1038.061994337627,1070.8133082263248
114,1100.8562507413183,992.0481916989906,1181.9881305562167,1079.9798356776923,1041.8798563126334,1121.225461649891,1021.7099883470413,1085.1286322864983,1188.876409178706,1096.3029860287795,1157.9937854397338,1033.435394076785,1074.9512237945953
115,1097.3029605779986,990.0859877494798,1179.4865303207625,1085.9913132073734,1041.8899364254298,1122.9152346211652,1020.0117973115574,1092.524608520704,1188.7335382264096,1095.1753911968508,1155.195169091172,1034.1243948475076,1074.4657196334012
116,1104.4252063732015,986.03167657985,1173.5804413843236,1081.2146380504464,1048.1855185039192,1114.460692715029,1021.0652561298203,1090.2967256202937,1194.691233337188,1100.2362902439263,1152.3095178723115,1039.0071790209558,1082.265078973903
117,1105.7149001452458,992.1709051418371,1179.324998155342,1084.331217364073,1041.3976353352275,1111.6216286897063,1019.2928138793125,1096.6107924404025,1195.0394823045315,1099.7203562764903,1154.8936973775158,1037.7490918905805,1088.606004123682
118,1106.7196201549143,987.2286654450847,1178.8122428374131,1088.2932031716955,1037.3589111515648,1114.2359852460536,1023.0177709268789,1100.7197733113564,1196.463333472459,1103.4767200397337,1147.5011088000626,1043.7821619925187,1088.4336409312996
119,1102.796014583646,995.157294998851,1182.3909503190098,1087.8718662485842,1032.129768686814,1107.6119857403332,1016.4131243639054,1105.4073066016358,1192.3674727001753,1109.0039315719416,1148.5000611856876,1041.6639945817433,1093.4726529793809
120,1097.8448743181439,998.4809611732894,1186.154198594173,1093.3713947457522,1028.0416312240345,1107.3469187735473,1021.7521054503071,1112.6772789079885,1190.3640785158918,1111.1859472721576,1150.1842220649874,1039.60607927065,1087.5804895752822
121,1091.6496284630591,994.858575455175,1181.6579900534985,1094.322183788684,1023.7956284055014,1112.3372970405956,1028.5868023428031,1108.2539246018666,1187.6966783033126,1117.0113680392158,1147.9480887709394,1047.576495026001,1093.0243648614878
